YearQuarter,Race_Ethnic,EDUC_LTD,Child_Status,Unemp,in_LF,WTFINL
2015Q3,All Other,< HS,Older Children,0,0,309068.6143
2015Q3,All Other,< HS,Older Children,0,1,295851.8674
2015Q3,All Other,< HS,Older Children,1,1,18737.574
2015Q3,All Other,< HS,Child < 5,0,0,143229.5748
2015Q3,All Other,< HS,Child < 5,0,1,89233.5971
2015Q3,All Other,< HS,Child < 5,1,1,4818.3712
2015Q3,All Other,High School Diploma,No Children,0,0,390245.4898
2015Q3,All Other,High School Diploma,No Children,0,1,659694.3157
2015Q3,All Other,High School Diploma,No Children,1,1,32971.1073
2015Q3,All Other,High School Diploma,Older Children,0,0,617824.9342
2015Q3,All Other,High School Diploma,Older Children,0,1,1087996.0628
2015Q3,All Other,High School Diploma,Older Children,1,1,61158.1761
2015Q3,All Other,High School Diploma,Child < 5,0,0,277986.0938
2015Q3,All Other,High School Diploma,Child < 5,0,1,289046.1483
2015Q3,All Other,High School Diploma,Child < 5,1,1,20057.6544
2015Q3,All Other,Some College,No Children,0,0,347868.1847
2015Q3,All Other,Some College,No Children,0,1,739718.2915
2015Q3,All Other,Some College,No Children,1,1,45386.4437
2015Q3,All Other,Some College,Older Children,0,0,446351.3608
2015Q3,All Other,Some College,Older Children,0,1,1237528.7732
2015Q3,All Other,Some College,Older Children,1,1,64431.421
2015Q3,All Other,Some College,Child < 5,0,0,289267.6348
2015Q3,All Other,Some College,Child < 5,0,1,434358.7546
2015Q3,All Other,Some College,Child < 5,1,1,21614.3156
2015Q3,All Other,College +,No Children,0,0,962155.4774
2015Q3,All Other,College +,No Children,0,1,2885900.2504
2015Q3,All Other,College +,No Children,1,1,103476.7109
2015Q3,All Other,College +,Older Children,0,0,967593.1121
2015Q3,All Other,College +,Older Children,0,1,2421653.1374
2015Q3,All Other,College +,Older Children,1,1,75738.5607
2015Q3,All Other,College +,Child < 5,0,0,919917.2525
2015Q3,All Other,College +,Child < 5,0,1,1160932.7417
2015Q3,All Other,College +,Child < 5,1,1,59222.7158
2015Q4,"Black, Non-Hispanic",< HS,No Children,0,0,418058.8496
2015Q4,"Black, Non-Hispanic",< HS,No Children,0,1,357918.0159
2015Q4,"Black, Non-Hispanic",< HS,No Children,1,1,49974.3082
2015Q4,"Black, Non-Hispanic",< HS,Older Children,0,0,420563.3524
2015Q4,"Black, Non-Hispanic",< HS,Older Children,0,1,509054.3504
2015Q4,"Black, Non-Hispanic",< HS,Older Children,1,1,63565.7827
2015Q4,"Black, Non-Hispanic",< HS,Child < 5,0,0,131737.5692
2015Q4,"Black, Non-Hispanic",< HS,Child < 5,0,1,184648.2685
2015Q4,"Black, Non-Hispanic",< HS,Child < 5,1,1,57639.5483
2015Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,0,943727.3331
2015Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,1,1768858.9023
2015Q4,"Black, Non-Hispanic",High School Diploma,No Children,1,1,180837.7988
2015Q4,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,959902.1544
2015Q4,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2107104.6824
2015Q4,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,213913.9256
2015Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,377073.1396
2015Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,699034.3367
2015Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,115874.9641
2015Q4,"Black, Non-Hispanic",Some College,No Children,0,0,714944.4788
2015Q4,"Black, Non-Hispanic",Some College,No Children,0,1,2462630.5549
2015Q4,"Black, Non-Hispanic",Some College,No Children,1,1,162461.6466
2015Q4,"Black, Non-Hispanic",Some College,Older Children,0,0,825492.4043
2015Q4,"Black, Non-Hispanic",Some College,Older Children,0,1,3033442.6366
2015Q4,"Black, Non-Hispanic",Some College,Older Children,1,1,238837.5545
2015Q4,"Black, Non-Hispanic",Some College,Child < 5,0,0,307253.4393
2015Q4,"Black, Non-Hispanic",Some College,Child < 5,0,1,1181439.4712
2015Q4,"Black, Non-Hispanic",Some College,Child < 5,1,1,134667.3288
2015Q4,"Black, Non-Hispanic",College +,No Children,0,0,346444.5245
2015Q4,"Black, Non-Hispanic",College +,No Children,0,1,2661814.2054
2015Q4,"Black, Non-Hispanic",College +,No Children,1,1,138616.7111
2015Q4,"Black, Non-Hispanic",College +,Older Children,0,0,291886.5483
2015Q4,"Black, Non-Hispanic",College +,Older Children,0,1,2423366.4735
2015Q4,"Black, Non-Hispanic",College +,Older Children,1,1,75770.3752
2015Q4,"Black, Non-Hispanic",College +,Child < 5,0,0,239187.0596
2015Q4,"Black, Non-Hispanic",College +,Child < 5,0,1,798096.0757
2015Q4,"Black, Non-Hispanic",College +,Child < 5,1,1,38350.9257
2015Q4,Hispanic,< HS,No Children,0,0,722901.6614
2015Q4,Hispanic,< HS,No Children,0,1,874571.0929
2015Q4,Hispanic,< HS,No Children,1,1,57547.3997
2015Q4,Hispanic,< HS,Older Children,0,0,2415636.7769
2015Q4,Hispanic,< HS,Older Children,0,1,2577073.0428
2015Q4,Hispanic,< HS,Older Children,1,1,206106.8951
2015Q4,Hispanic,< HS,Child < 5,0,0,1334300.0019
2015Q4,Hispanic,< HS,Child < 5,0,1,753994.3933
2015Q4,Hispanic,< HS,Child < 5,1,1,73263.844
2015Q4,Hispanic,High School Diploma,No Children,0,0,845288.9751
2015Q4,Hispanic,High School Diploma,No Children,0,1,1636614.8356
2015Q4,Hispanic,High School Diploma,No Children,1,1,133727.1338
2015Q4,Hispanic,High School Diploma,Older Children,0,0,1678926.168
2015Q4,Hispanic,High School Diploma,Older Children,0,1,3365567.257
2015Q4,Hispanic,High School Diploma,Older Children,1,1,203689.3764
2015Q4,Hispanic,High School Diploma,Child < 5,0,0,1128474.723
2015Q4,Hispanic,High School Diploma,Child < 5,0,1,1064818.2679
2015Q4,Hispanic,High School Diploma,Child < 5,1,1,120108.0037
2015Q4,Hispanic,Some College,No Children,0,0,528853.8252
2015Q4,Hispanic,Some College,No Children,0,1,2026095.2674
2015Q4,Hispanic,Some College,No Children,1,1,90216.6486
2015Q4,Hispanic,Some College,Older Children,0,0,834060.4331
2015Q4,Hispanic,Some College,Older Children,0,1,2982044.5423
2015Q4,Hispanic,Some College,Older Children,1,1,244262.2334
2015Q4,Hispanic,Some College,Child < 5,0,0,656015.4351
2015Q4,Hispanic,Some College,Child < 5,0,1,1262618.8688
2015Q4,Hispanic,Some College,Child < 5,1,1,64704.1594
2015Q4,Hispanic,College +,No Children,0,0,354532.1587
2015Q4,Hispanic,College +,No Children,0,1,2104198.052
2015Q4,Hispanic,College +,No Children,1,1,79231.1052
2015Q4,Hispanic,College +,Older Children,0,0,523132.0621
2015Q4,Hispanic,College +,Older Children,0,1,2218836.6281
2015Q4,Hispanic,College +,Older Children,1,1,100082.823
2015Q4,Hispanic,College +,Child < 5,0,0,506695.1528
2015Q4,Hispanic,College +,Child < 5,0,1,807893.9801
2015Q4,Hispanic,College +,Child < 5,1,1,25303.7773
2015Q4,"White, Non-Hispanic",< HS,No Children,0,0,1265255.3775
2015Q4,"White, Non-Hispanic",< HS,No Children,0,1,848481.6363
2015Q4,"White, Non-Hispanic",< HS,No Children,1,1,100420.076
2015Q4,"White, Non-Hispanic",< HS,Older Children,0,0,999721.3598
2015Q4,"White, Non-Hispanic",< HS,Older Children,0,1,931836.3841
2015Q4,"White, Non-Hispanic",< HS,Older Children,1,1,97882.0941
2015Q4,"White, Non-Hispanic",< HS,Child < 5,0,0,429003.1268
2015Q4,"White, Non-Hispanic",< HS,Child < 5,0,1,237414.3518
2015Q4,"White, Non-Hispanic",< HS,Child < 5,1,1,13990.7002
2015Q4,"White, Non-Hispanic",High School Diploma,No Children,0,0,3131286.0166
2015Q4,"White, Non-Hispanic",High School Diploma,No Children,0,1,6701547.7342
2015Q4,"White, Non-Hispanic",High School Diploma,No Children,1,1,344613.8033
2015Q4,"White, Non-Hispanic",High School Diploma,Older Children,0,0,3003519.8111
2015Q4,"White, Non-Hispanic",High School Diploma,Older Children,0,1,7512663.5841
2015Q4,"White, Non-Hispanic",High School Diploma,Older Children,1,1,335921.7323
2015Q4,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1553242.2418
2015Q4,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1995693.1195
2015Q4,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,111459.3634
2015Q4,"White, Non-Hispanic",Some College,No Children,0,0,2774035.239
2015Q4,"White, Non-Hispanic",Some College,No Children,0,1,9391019.1344
2015Q4,"White, Non-Hispanic",Some College,No Children,1,1,344212.3154
2015Q4,"White, Non-Hispanic",Some College,Older Children,0,0,3333511.8573
2015Q4,"White, Non-Hispanic",Some College,Older Children,0,1,11695491.271
2015Q4,"White, Non-Hispanic",Some College,Older Children,1,1,321008.7632
2015Q4,"White, Non-Hispanic",Some College,Child < 5,0,0,2025211.488
2015Q4,"White, Non-Hispanic",Some College,Child < 5,0,1,3482063.5519
2015Q4,"White, Non-Hispanic",Some College,Child < 5,1,1,174468.7121
2015Q4,"White, Non-Hispanic",College +,No Children,0,0,2313819.1883
2015Q4,"White, Non-Hispanic",College +,No Children,0,1,18693883.538
2015Q4,"White, Non-Hispanic",College +,No Children,1,1,408314.1248
2015Q4,"White, Non-Hispanic",College +,Older Children,0,0,2983419.5239
2015Q4,"White, Non-Hispanic",College +,Older Children,0,1,15466435.276
2015Q4,"White, Non-Hispanic",College +,Older Children,1,1,283277.126
2015Q4,"White, Non-Hispanic",College +,Child < 5,0,0,2454069.7872
2015Q4,"White, Non-Hispanic",College +,Child < 5,0,1,7320561.6003
2015Q4,"White, Non-Hispanic",College +,Child < 5,1,1,127744.2239
2015Q4,All Other,< HS,No Children,0,0,211607.182
2015Q4,All Other,< HS,No Children,0,1,150248.4969
2015Q4,All Other,< HS,No Children,1,1,31947.1343
2015Q4,All Other,< HS,Older Children,0,0,244568.7752
2015Q4,All Other,< HS,Older Children,0,1,305728.377
2015Q4,All Other,< HS,Older Children,1,1,11166.4571
2015Q4,All Other,< HS,Child < 5,0,0,117702.0291
2015Q4,All Other,< HS,Child < 5,0,1,73803.3845
2015Q4,All Other,High School Diploma,No Children,0,0,352852.8517
2015Q4,All Other,High School Diploma,No Children,0,1,732931.4273
2015Q4,All Other,High School Diploma,No Children,1,1,38101.7172
2015Q4,All Other,High School Diploma,Older Children,0,0,533954.4599
2015Q4,All Other,High School Diploma,Older Children,0,1,1036849.0161
2015Q4,All Other,High School Diploma,Older Children,1,1,68038.8682
2015Q4,All Other,High School Diploma,Child < 5,0,0,310467.3554
2015Q4,All Other,High School Diploma,Child < 5,0,1,337375.9659
2015Q4,All Other,High School Diploma,Child < 5,1,1,7593.2167
2015Q4,All Other,Some College,No Children,0,0,319551.8731
2015Q4,All Other,Some College,No Children,0,1,1043568.7823
2015Q4,All Other,Some College,No Children,1,1,74027.1951
2015Q4,All Other,Some College,Older Children,0,0,417535.7269
2015Q4,All Other,Some College,Older Children,0,1,1179226.1493
2015Q4,All Other,Some College,Older Children,1,1,62344.6233
2015Q4,All Other,Some College,Child < 5,0,0,303946.1263
2015Q4,All Other,Some College,Child < 5,0,1,342571.4967
2015Q4,All Other,Some College,Child < 5,1,1,16768.9364
2015Q4,All Other,College +,No Children,0,0,865837.2547
2015Q4,All Other,College +,No Children,0,1,3037789.1399
2015Q4,All Other,College +,No Children,1,1,110159.0264
2015Q4,All Other,College +,Older Children,0,0,731039.7012
2015Q4,All Other,College +,Older Children,0,1,2518853.396
2015Q4,All Other,College +,Older Children,1,1,58978.2086
2015Q4,All Other,College +,Child < 5,0,0,836445.7715
2015Q4,All Other,College +,Child < 5,0,1,1252133.0297
2015Q4,All Other,College +,Child < 5,1,1,53885.9235
2016Q1,"Black, Non-Hispanic",< HS,No Children,0,0,427436.778
2016Q1,"Black, Non-Hispanic",< HS,No Children,0,1,253476.5998
2016Q1,"Black, Non-Hispanic",< HS,No Children,1,1,53866.1009
2016Q1,"Black, Non-Hispanic",< HS,Older Children,0,0,355650.8209
2016Q1,"Black, Non-Hispanic",< HS,Older Children,0,1,536210.953
2016Q1,"Black, Non-Hispanic",< HS,Older Children,1,1,104259.3975
2016Q1,"Black, Non-Hispanic",< HS,Child < 5,0,0,203048.095
2016Q1,"Black, Non-Hispanic",< HS,Child < 5,0,1,165163.1568
2016Q1,"Black, Non-Hispanic",< HS,Child < 5,1,1,70145.9741
2016Q1,"Black, Non-Hispanic",High School Diploma,No Children,0,0,940618.662
2016Q1,"Black, Non-Hispanic",High School Diploma,No Children,0,1,1827043.6361
2016Q1,"Black, Non-Hispanic",High School Diploma,No Children,1,1,215213.8742
2016Q1,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,1051587.4618
2016Q1,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2187347.7411
2016Q1,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,211581.528
2016Q1,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,385434.5464
2016Q1,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,596678.9012
2016Q1,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,118900.3515
2016Q1,"Black, Non-Hispanic",Some College,No Children,0,0,884283.6439
2016Q1,"Black, Non-Hispanic",Some College,No Children,0,1,2304757.9
2016Q1,"Black, Non-Hispanic",Some College,No Children,1,1,189642.4387
2016Q1,"Black, Non-Hispanic",Some College,Older Children,0,0,657527.968
2016Q1,"Black, Non-Hispanic",Some College,Older Children,0,1,3007936.1496
2016Q1,"Black, Non-Hispanic",Some College,Older Children,1,1,248630.2107
2016Q1,"Black, Non-Hispanic",Some College,Child < 5,0,0,300277.0075
2016Q1,"Black, Non-Hispanic",Some College,Child < 5,0,1,1111483.0464
2016Q1,"Black, Non-Hispanic",Some College,Child < 5,1,1,148884.9446
2016Q1,"Black, Non-Hispanic",College +,No Children,0,0,323027.976
2016Q1,"Black, Non-Hispanic",College +,No Children,0,1,2470105.838
2016Q1,"Black, Non-Hispanic",College +,No Children,1,1,136144.8516
2016Q1,"Black, Non-Hispanic",College +,Older Children,0,0,377449.8572
2016Q1,"Black, Non-Hispanic",College +,Older Children,0,1,2363372.7755
2016Q1,"Black, Non-Hispanic",College +,Older Children,1,1,66978.7832
2016Q1,"Black, Non-Hispanic",College +,Child < 5,0,0,217402.9053
2016Q1,"Black, Non-Hispanic",College +,Child < 5,0,1,854693.6383
2016Q1,"Black, Non-Hispanic",College +,Child < 5,1,1,43128.4547
2016Q1,Hispanic,< HS,No Children,0,0,690482.8145
2016Q1,Hispanic,< HS,No Children,0,1,968067.3431
2016Q1,Hispanic,< HS,No Children,1,1,60273.447
2016Q1,Hispanic,< HS,Older Children,0,0,2569708.0776
2016Q1,Hispanic,< HS,Older Children,0,1,2740121.9191
2016Q1,Hispanic,< HS,Older Children,1,1,266652.6109
2016Q1,Hispanic,< HS,Child < 5,0,0,1270033.9918
2016Q1,Hispanic,< HS,Child < 5,0,1,640131.8839
2016Q1,Hispanic,< HS,Child < 5,1,1,80399.5848
2016Q1,Hispanic,High School Diploma,No Children,0,0,861048.7315
2016Q1,Hispanic,High School Diploma,No Children,0,1,1746282.506
2016Q1,Hispanic,High School Diploma,No Children,1,1,118530.1678
2016Q1,Hispanic,High School Diploma,Older Children,0,0,1891868.6046
2016Q1,Hispanic,High School Diploma,Older Children,0,1,3392442.1172
2016Q1,Hispanic,High School Diploma,Older Children,1,1,189791.5685
2016Q1,Hispanic,High School Diploma,Child < 5,0,0,1041203.1604
2016Q1,Hispanic,High School Diploma,Child < 5,0,1,1091038.6995
2016Q1,Hispanic,High School Diploma,Child < 5,1,1,107172.9408
2016Q1,Hispanic,Some College,No Children,0,0,551166.8021
2016Q1,Hispanic,Some College,No Children,0,1,1948897.2699
2016Q1,Hispanic,Some College,No Children,1,1,84218.9867
2016Q1,Hispanic,Some College,Older Children,0,0,870304.2482
2016Q1,Hispanic,Some College,Older Children,0,1,3093300.7887
2016Q1,Hispanic,Some College,Older Children,1,1,138570.6896
2016Q1,Hispanic,Some College,Child < 5,0,0,568657.3233
2016Q1,Hispanic,Some College,Child < 5,0,1,1106410.0576
2016Q1,Hispanic,Some College,Child < 5,1,1,58955.0405
2016Q1,Hispanic,College +,No Children,0,0,366619.2543
2016Q1,Hispanic,College +,No Children,0,1,2205050.6245
2016Q1,Hispanic,College +,No Children,1,1,84550.6238
2016Q1,Hispanic,College +,Older Children,0,0,531315.7675
2016Q1,Hispanic,College +,Older Children,0,1,2071043.7828
2016Q1,Hispanic,College +,Older Children,1,1,73855.5313
2016Q1,Hispanic,College +,Child < 5,0,0,386741.2248
2016Q1,Hispanic,College +,Child < 5,0,1,961710.3788
2016Q1,Hispanic,College +,Child < 5,1,1,24483.4244
2016Q1,"White, Non-Hispanic",< HS,No Children,0,0,1099039.7258
2016Q1,"White, Non-Hispanic",< HS,No Children,0,1,845576.6779
2016Q1,"White, Non-Hispanic",< HS,No Children,1,1,88797.4069
2016Q1,"White, Non-Hispanic",< HS,Older Children,0,0,982418.4852
2016Q1,"White, Non-Hispanic",< HS,Older Children,0,1,869094.4899
2016Q1,"White, Non-Hispanic",< HS,Older Children,1,1,87264.1842
2016Q1,"White, Non-Hispanic",< HS,Child < 5,0,0,454960.2814
2016Q1,"White, Non-Hispanic",< HS,Child < 5,0,1,274757.1357
2016Q1,"White, Non-Hispanic",< HS,Child < 5,1,1,36245.0208
2016Q1,"White, Non-Hispanic",High School Diploma,No Children,0,0,3203228.1589
2016Q1,"White, Non-Hispanic",High School Diploma,No Children,0,1,6502732.5898
2016Q1,"White, Non-Hispanic",High School Diploma,No Children,1,1,395850.1948
2016Q1,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2968196.143
2016Q1,"White, Non-Hispanic",High School Diploma,Older Children,0,1,7463448.0774
2016Q1,"White, Non-Hispanic",High School Diploma,Older Children,1,1,366744.3992
2016Q1,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1448162.6774
2016Q1,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1862284.9521
2016Q1,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,116270.9552
2016Q1,"White, Non-Hispanic",Some College,No Children,0,0,2859463.8683
2016Q1,"White, Non-Hispanic",Some College,No Children,0,1,9531394.1062
2016Q1,"White, Non-Hispanic",Some College,No Children,1,1,388471.3827
2016Q1,"White, Non-Hispanic",Some College,Older Children,0,0,3337402.1851
2016Q1,"White, Non-Hispanic",Some College,Older Children,0,1,11858006.383
2016Q1,"White, Non-Hispanic",Some College,Older Children,1,1,394079.832
2016Q1,"White, Non-Hispanic",Some College,Child < 5,0,0,1860768.0719
2016Q1,"White, Non-Hispanic",Some College,Child < 5,0,1,3503661.716
2016Q1,"White, Non-Hispanic",Some College,Child < 5,1,1,141968.8723
2016Q1,"White, Non-Hispanic",College +,No Children,0,0,2309067.1809
2016Q1,"White, Non-Hispanic",College +,No Children,0,1,19024184.371
2016Q1,"White, Non-Hispanic",College +,No Children,1,1,444668.2147
2016Q1,"White, Non-Hispanic",College +,Older Children,0,0,2971216.4297
2016Q1,"White, Non-Hispanic",College +,Older Children,0,1,15533700.145
2016Q1,"White, Non-Hispanic",College +,Older Children,1,1,326880.3488
2016Q1,"White, Non-Hispanic",College +,Child < 5,0,0,2437479.5369
2016Q1,"White, Non-Hispanic",College +,Child < 5,0,1,7216773.9932
2016Q1,"White, Non-Hispanic",College +,Child < 5,1,1,70508.6038
2016Q1,All Other,< HS,No Children,0,0,195133.1202
2016Q1,All Other,< HS,No Children,0,1,168808.3575
2016Q1,All Other,< HS,No Children,1,1,12496.5968
2016Q1,All Other,< HS,Older Children,0,0,168779.1078
2016Q1,All Other,< HS,Older Children,0,1,336860.9463
2016Q1,All Other,< HS,Older Children,1,1,14652.5979
2016Q1,All Other,< HS,Child < 5,0,0,136466.5767
2016Q1,All Other,< HS,Child < 5,0,1,130171.3357
2016Q1,All Other,< HS,Child < 5,1,1,13959.0002
2016Q1,All Other,High School Diploma,No Children,0,0,385194.9396
2016Q1,All Other,High School Diploma,No Children,0,1,717457.2726
2016Q1,All Other,High School Diploma,No Children,1,1,54570.1303
2016Q1,All Other,High School Diploma,Older Children,0,0,468155.3628
2016Q1,All Other,High School Diploma,Older Children,0,1,1031502.7226
2016Q1,All Other,High School Diploma,Older Children,1,1,75502.47
2016Q1,All Other,High School Diploma,Child < 5,0,0,301157.2848
